face_1,face_2,face_3,face_4,face_5,face_6,face_7,face_8,face_9,face_10,face_11,face_12,face_13,face_14,face_15,face_16,face_17,face_18,face_19,face_20,face_21,face_22,face_23,face_24,face_25,face_26,face_27,face_28,face_29,neck_1,neck_2,neck_3
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.4102063035417925,0.4101972317832378,0.4536428664656032,0.540601225992867,0.036188164459807534,0.036188164459807534,0.9548025876283646,0.0,0.0,0.0,0.030755803175270557,0.49317476944997907,0.49343043752014637,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.012817589566111565,0.0,-0.04478777,0.04064718,-0.04903493
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.40883240508303814,0.4088232820394162,0.4533918972908881,0.5408459269927013,0.19053376146725248,0.19053376146725248,0.8861493915319443,0.0,0.0,0.0,0.04934994094073772,0.4635338559746742,0.4550192207098007,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.049929141998291016,0.10083398781716824,-0.03205233,0.04355938,-0.0515366
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.40580259727930246,0.40579335457052373,0.4519120039948998,0.542380379052686,0.23276855903012414,0.23276855903012414,0.8337261527776718,0.0,0.0,0.0,0.049336200952529906,0.4349410906434059,0.4327642023563385,0.0,-0.0,0.05648588389158249,0.477405646443367,0.0510733500123024,0.5639561837495759,0.042649783194065094,0.1296713948249817,-0.0442166,0.07950806,-0.01658471
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.43644983545088173,0.43644421118851146,0.4775272012326731,0.517738072361084,0.048684400639363704,0.048684400639363704,0.9548656921833754,0.0,0.0,0.0,0.015893749613314866,0.49400763772428036,0.49455978255718946,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.017173660919070244,0.0,-0.03954044,0.08676267,-0.00226658
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.6330608129501343,0.6267023086547852,0.2653927219529453,0.2653791826952028,0.4660465901941916,0.5308565275796234,0.08742558104651316,0.08742558104651316,0.8772761486470699,0.0,0.0,0.0,0.09156631156802177,0.4780955072492361,0.4809735603630543,0.13410648703575134,0.13410648703575134,0.0,0.5,0.0,0.6976744186046512,0.016217244789004326,0.0,-0.03202903,0.10592594,0.01202766
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0649883821606636,0.0641883835196495,0.39812398048021597,0.3981144984411236,0.49454934399282957,0.49981790741765886,0.06204931863716671,0.06204931863716671,0.9323360323905945,0.0,0.0,0.0,0.05482424534857273,0.482973912730813,0.48333920910954475,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.018325604498386383,0.0,-0.03128718,0.0948901,0.00096834
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.009504127316176891,0.00944540835916996,0.416599049850814,0.41659020032755045,0.49702085098020204,0.4971397727164388,0.05502678720014436,0.05502678720014436,0.9400447364896536,0.0,0.0,0.0,0.04476658962666988,0.48629313334822655,0.4866152508184314,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.017124582082033157,0.0,-0.0290153,0.08429267,-0.00688184
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.4207284436854988,0.4207197309224145,0.4898611245602084,0.5041663853611085,0.051425620913505554,0.051425620913505554,0.9431105069816113,0.0,0.0,0.0,0.04288614615797996,0.48758510686457157,0.4879159899428487,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.016077237203717232,0.0,-0.02419699,0.04857847,-0.02678582
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.4211469184372211,0.42113855897126645,0.4756215122416188,0.518016923517337,0.04569965015564646,0.04569965015564646,0.9482737705111504,0.0,0.0,0.0,0.03924424741417169,0.4897447982802987,0.490006472915411,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.014796853065490723,0.0,-0.0278091,0.02295467,-0.03525306
0.4642857142857143,0.5,0.3333333333333333,0.42424242424242425,0.6153846153846154,0.5869565217391305,0.0,0.0,0.417520220831293,0.4175117303034999,0.44861581585375343,0.5449931046367325,0.041451145495687215,0.041451145495687215,0.9529572892934084,0.0,0.0,0.0,0.03455302584916353,0.491309754550457,0.4915279895067215,0.0,-0.0,0.0,0.5,0.0,0.6976744186046512,0.013960396870970726,0.0,-0.01848831,0.00270331,-0.04178094
