start livelink
[0.15, 0.02, 0.098]
[0.148, 0.02, 0.094]
[0.145, 0.018, 0.087]
[0.145, 0.018, 0.087]
[0.144, 0.017, 0.084]
[0.143, 0.016, 0.082]
[0.142, 0.015, 0.078]
[0.142, 0.015, 0.078]
[0.141, 0.014, 0.076]
[0.141, 0.013, 0.074]
[0.139, 0.013, 0.072]
[0.138, 0.013, 0.07]
[0.14, 0.013, 0.067]
[0.145, 0.012, 0.064]
[0.15, 0.011, 0.06]
[0.153, 0.011, 0.057]
[0.155, 0.009, 0.055]
[0.154, 0.006, 0.05]
[0.154, 0.006, 0.05]
[0.152, 0.005, 0.047]
[0.149, 0.005, 0.045]
[0.145, 0.006, 0.045]
[0.143, 0.006, 0.044]
[0.142, 0.006, 0.044]
[0.141, 0.007, 0.044]
[0.14, 0.007, 0.044]
[0.14, 0.008, 0.044]
[0.139, 0.009, 0.044]
[0.14, 0.01, 0.043]
[0.14, 0.01, 0.043]
[0.141, 0.011, 0.042]
[0.142, 0.011, 0.04]
[0.145, 0.012, 0.038]
[0.151, 0.012, 0.035]
[0.153, 0.013, 0.033]
[0.155, 0.013, 0.031]
[0.156, 0.013, 0.03]
[0.156, 0.014, 0.03]
[0.156, 0.014, 0.03]
[0.157, 0.014, 0.031]
[0.156, 0.014, 0.031]
[0.154, 0.014, 0.033]
[0.15, 0.014, 0.036]
[0.15, 0.014, 0.036]
[0.149, 0.014, 0.037]
[0.15, 0.013, 0.037]
[0.15, 0.012, 0.035]
[0.15, 0.012, 0.035]
[0.15, 0.012, 0.035]
[0.147, 0.013, 0.035]
[0.147, 0.013, 0.035]
[0.146, 0.013, 0.035]
[0.145, 0.013, 0.034]
[0.143, 0.013, 0.032]
[0.143, 0.013, 0.032]
[0.142, 0.012, 0.031]
[0.141, 0.012, 0.031]
[0.138, 0.012, 0.031]
[0.138, 0.012, 0.031]
[0.137, 0.012, 0.03]
[0.136, 0.012, 0.03]
[0.136, 0.012, 0.03]
[0.135, 0.012, 0.03]
[0.135, 0.012, 0.03]
[0.134, 0.012, 0.029]
[0.133, 0.011, 0.028]
[0.133, 0.011, 0.028]
[0.131, 0.011, 0.028]
[0.13, 0.01, 0.028]
[0.128, 0.01, 0.028]
[0.126, 0.009, 0.028]
[0.125, 0.009, 0.028]
[0.125, 0.008, 0.028]
[0.125, 0.007, 0.028]
[0.126, 0.007, 0.028]
[0.126, 0.007, 0.029]
[0.126, 0.007, 0.028]
[0.126, 0.007, 0.028]
[0.126, 0.007, 0.028]
[0.126, 0.007, 0.028]
[0.127, 0.007, 0.029]
[0.128, 0.006, 0.029]
[0.128, 0.006, 0.029]
[0.128, 0.005, 0.028]
[0.128, 0.005, 0.028]
[0.126, 0.005, 0.027]
[0.124, 0.004, 0.026]
[0.124, 0.003, 0.025]
[0.124, 0.003, 0.025]
[0.125, 0.003, 0.024]
[0.127, 0.002, 0.023]
[0.127, 0.001, 0.022]
[0.126, 0.001, 0.021]
[0.125, 0.001, 0.02]
[0.124, 0.0, 0.02]
[0.124, -0.0, 0.02]
[0.125, -0.001, 0.02]
[0.126, -0.002, 0.02]
[0.126, -0.002, 0.02]
[0.126, -0.003, 0.02]
[0.124, -0.004, 0.019]
[0.123, -0.005, 0.019]
[0.123, -0.006, 0.018]
[0.122, -0.006, 0.018]
[0.122, -0.007, 0.017]
[0.123, -0.007, 0.017]
[0.122, -0.008, 0.017]
[0.123, -0.009, 0.016]
[0.123, -0.01, 0.015]
[0.122, -0.01, 0.015]
[0.122, -0.011, 0.014]
[0.122, -0.011, 0.015]
[0.122, -0.012, 0.015]
[0.122, -0.012, 0.015]
[0.121, -0.012, 0.015]
[0.12, -0.013, 0.015]
[0.12, -0.013, 0.014]
[0.119, -0.014, 0.014]
[0.12, -0.014, 0.014]
[0.121, -0.015, 0.014]
[0.122, -0.015, 0.014]
[0.123, -0.015, 0.014]
[0.123, -0.015, 0.014]
[0.123, -0.015, 0.014]
[0.124, -0.015, 0.014]
[0.124, -0.015, 0.014]
[0.125, -0.015, 0.014]
[0.125, -0.015, 0.014]
[0.125, -0.015, 0.014]
[0.125, -0.015, 0.015]
[0.124, -0.015, 0.016]
[0.123, -0.015, 0.017]
[0.121, -0.014, 0.02]
[0.123, -0.014, 0.021]
[0.125, -0.014, 0.021]
[0.127, -0.014, 0.022]
[0.131, -0.014, 0.022]
[0.131, -0.014, 0.022]
[0.13, -0.014, 0.022]
[0.13, -0.014, 0.023]
[0.129, -0.013, 0.024]
[0.129, -0.012, 0.025]
[0.13, -0.011, 0.027]
[0.132, -0.01, 0.029]
[0.133, -0.009, 0.03]
[0.136, -0.008, 0.032]
[0.137, -0.008, 0.032]
[0.139, -0.007, 0.033]
[0.14, -0.006, 0.033]
[0.141, -0.006, 0.035]
[0.14, -0.005, 0.036]
[0.139, -0.005, 0.038]
[0.139, -0.004, 0.04]
[0.139, -0.003, 0.042]
[0.14, -0.003, 0.043]
[0.141, -0.002, 0.044]
[0.143, -0.0, 0.044]
[0.143, -0.0, 0.044]
[0.144, 0.0, 0.045]
[0.146, 0.001, 0.046]
[0.147, 0.002, 0.047]
[0.148, 0.003, 0.048]
[0.149, 0.003, 0.049]
[0.151, 0.004, 0.051]
[0.153, 0.005, 0.053]
[0.154, 0.006, 0.055]
[0.155, 0.007, 0.058]
[0.156, 0.009, 0.06]
[0.157, 0.01, 0.063]
[0.156, 0.01, 0.066]
[0.155, 0.011, 0.069]
[0.156, 0.011, 0.072]
[0.158, 0.012, 0.074]
[0.16, 0.013, 0.077]
[0.164, 0.014, 0.079]
[0.166, 0.015, 0.081]
[0.168, 0.016, 0.084]
[0.171, 0.016, 0.088]
[0.174, 0.017, 0.092]
[0.176, 0.017, 0.095]
[0.178, 0.018, 0.098]
[0.181, 0.018, 0.101]
[0.182, 0.018, 0.103]
[0.183, 0.018, 0.105]
[0.183, 0.018, 0.107]
[0.183, 0.018, 0.107]
[0.184, 0.018, 0.108]
[0.185, 0.018, 0.108]
[0.186, 0.018, 0.109]
[0.187, 0.017, 0.109]
[0.188, 0.017, 0.109]
[0.189, 0.016, 0.109]
[0.19, 0.016, 0.11]
[0.19, 0.016, 0.111]
[0.188, 0.016, 0.111]
[0.186, 0.017, 0.111]
[0.185, 0.017, 0.111]
[0.184, 0.017, 0.111]
[0.185, 0.017, 0.111]
[0.185, 0.017, 0.111]
[0.185, 0.018, 0.111]
[0.185, 0.018, 0.11]
[0.185, 0.019, 0.108]
[0.185, 0.02, 0.107]
[0.185, 0.02, 0.106]
[0.185, 0.02, 0.105]
[0.185, 0.019, 0.105]
[0.185, 0.018, 0.103]
[0.185, 0.017, 0.1]
[0.186, 0.016, 0.097]
[0.186, 0.016, 0.095]
[0.186, 0.015, 0.093]
[0.184, 0.014, 0.091]
[0.182, 0.014, 0.089]
[0.18, 0.013, 0.088]
[0.177, 0.013, 0.087]
[0.174, 0.013, 0.085]
[0.172, 0.012, 0.084]
[0.169, 0.011, 0.082]
[0.169, 0.01, 0.081]
[0.171, 0.009, 0.08]
[0.17, 0.009, 0.08]
[0.168, 0.008, 0.08]
[0.163, 0.009, 0.079]
[0.158, 0.009, 0.077]
[0.155, 0.009, 0.076]
[0.155, 0.009, 0.075]
[0.158, 0.009, 0.074]
[0.163, 0.009, 0.075]
[0.164, 0.009, 0.075]
[0.164, 0.009, 0.076]
[0.165, 0.009, 0.077]
[0.163, 0.008, 0.078]
[0.161, 0.007, 0.078]
[0.156, 0.006, 0.077]
[0.15, 0.005, 0.075]
[0.144, 0.004, 0.073]
[0.139, 0.003, 0.072]
[0.133, 0.001, 0.07]
[0.129, -0.0, 0.069]
[0.126, -0.002, 0.067]
[0.124, -0.004, 0.064]
[0.122, -0.007, 0.061]
[0.12, -0.009, 0.057]
[0.117, -0.012, 0.055]
[0.112, -0.015, 0.052]
[0.107, -0.017, 0.049]
[0.103, -0.02, 0.046]
[0.1, -0.023, 0.043]
[0.094, -0.026, 0.038]
[0.087, -0.028, 0.032]
[0.079, -0.031, 0.026]
[0.075, -0.033, 0.021]
[0.071, -0.036, 0.017]
[0.069, -0.038, 0.012]
[0.067, -0.04, 0.008]
[0.065, -0.041, 0.003]
[0.063, -0.042, -0.001]
[0.061, -0.044, -0.004]
[0.06, -0.045, -0.006]
