start livelink
[-0.16, 0.044, -0.06]
[-0.157, 0.045, -0.065]
[-0.155, 0.046, -0.069]
[-0.152, 0.047, -0.074]
[-0.153, 0.048, -0.078]
[-0.155, 0.049, -0.082]
[-0.158, 0.049, -0.086]
[-0.16, 0.05, -0.091]
[-0.159, 0.051, -0.095]
[-0.156, 0.051, -0.1]
[-0.163, 0.053, -0.103]
[-0.165, 0.053, -0.106]
[-0.169, 0.054, -0.108]
[-0.17, 0.054, -0.11]
[-0.164, 0.054, -0.112]
[-0.158, 0.053, -0.114]
[-0.151, 0.052, -0.116]
[-0.145, 0.052, -0.118]
[-0.142, 0.051, -0.121]
[-0.141, 0.051, -0.123]
[-0.139, 0.051, -0.125]
[-0.138, 0.05, -0.126]
[-0.136, 0.05, -0.128]
[-0.134, 0.05, -0.129]
[-0.133, 0.051, -0.131]
[-0.131, 0.051, -0.133]
[-0.131, 0.052, -0.137]
[-0.129, 0.053, -0.142]
[-0.125, 0.054, -0.147]
[-0.112, 0.056, -0.155]
[-0.097, 0.059, -0.166]
[-0.088, 0.061, -0.176]
[-0.079, 0.065, -0.186]
[-0.072, 0.068, -0.195]
[-0.066, 0.07, -0.202]
[-0.06, 0.072, -0.209]
[-0.056, 0.073, -0.214]
[-0.053, 0.075, -0.218]
[-0.049, 0.076, -0.222]
[-0.048, 0.077, -0.225]
[-0.047, 0.077, -0.226]
[-0.047, 0.078, -0.227]
[-0.048, 0.078, -0.227]
[-0.048, 0.078, -0.224]
[-0.049, 0.077, -0.221]
[-0.049, 0.077, -0.217]
[-0.048, 0.077, -0.214]
[-0.049, 0.076, -0.212]
[-0.049, 0.076, -0.209]
[-0.049, 0.075, -0.208]
[-0.051, 0.073, -0.205]
[-0.053, 0.072, -0.201]
[-0.056, 0.07, -0.197]
[-0.059, 0.069, -0.192]
[-0.064, 0.067, -0.188]
[-0.068, 0.066, -0.183]
[-0.071, 0.065, -0.177]
[-0.076, 0.064, -0.17]
[-0.083, 0.062, -0.161]
[-0.089, 0.061, -0.151]
[-0.092, 0.061, -0.141]
[-0.093, 0.06, -0.132]
[-0.091, 0.06, -0.123]
[-0.091, 0.058, -0.113]
[-0.094, 0.056, -0.103]
[-0.097, 0.055, -0.095]
[-0.101, 0.054, -0.086]
[-0.101, 0.052, -0.074]
[-0.098, 0.05, -0.063]
[-0.092, 0.048, -0.053]
[-0.074, 0.044, -0.036]
[-0.074, 0.044, -0.036]
[-0.065, 0.043, -0.027]
[-0.054, 0.041, -0.018]
[-0.048, 0.039, -0.007]
[-0.044, 0.037, 0.002]
[-0.04, 0.036, 0.012]
[-0.041, 0.035, 0.021]
[-0.045, 0.035, 0.03]
[-0.048, 0.035, 0.041]
[-0.051, 0.035, 0.05]
[-0.052, 0.033, 0.06]
[-0.046, 0.031, 0.07]
[-0.039, 0.027, 0.078]
[-0.029, 0.024, 0.085]
[-0.021, 0.021, 0.09]
[-0.015, 0.018, 0.096]
[-0.011, 0.015, 0.1]
[-0.008, 0.012, 0.104]
[-0.007, 0.009, 0.108]
[-0.006, 0.006, 0.111]
[-0.003, 0.003, 0.114]
[-0.002, 0.0, 0.117]
[-0.001, -0.002, 0.118]
[-0.001, -0.005, 0.119]
[-0.001, -0.007, 0.12]
[-0.001, -0.009, 0.119]
[-0.0, -0.012, 0.118]
[0.001, -0.014, 0.116]
[0.003, -0.016, 0.115]
[0.003, -0.018, 0.113]
[0.004, -0.021, 0.113]
[0.004, -0.022, 0.113]
[0.003, -0.024, 0.113]
[0.004, -0.026, 0.112]
[0.004, -0.028, 0.111]
[0.005, -0.03, 0.109]
[0.006, -0.032, 0.107]
[0.008, -0.034, 0.105]
[0.01, -0.036, 0.104]
[0.011, -0.038, 0.103]
[0.011, -0.04, 0.103]
[0.012, -0.042, 0.103]
[0.013, -0.044, 0.103]
[0.014, -0.046, 0.104]
[0.015, -0.049, 0.106]
[0.016, -0.051, 0.109]
[0.017, -0.056, 0.113]
[0.017, -0.056, 0.113]
[0.016, -0.058, 0.115]
[0.016, -0.06, 0.117]
[0.017, -0.061, 0.119]
[0.018, -0.062, 0.121]
[0.019, -0.063, 0.122]
[0.018, -0.064, 0.122]
[0.016, -0.064, 0.121]
[0.013, -0.064, 0.119]
[0.011, -0.064, 0.116]
[0.01, -0.064, 0.114]
[0.009, -0.063, 0.111]
[0.009, -0.063, 0.109]
[0.009, -0.063, 0.106]
[0.01, -0.064, 0.104]
[0.012, -0.064, 0.102]
[0.015, -0.064, 0.1]
[0.017, -0.065, 0.099]
[0.018, -0.066, 0.097]
[0.017, -0.067, 0.096]
[0.016, -0.068, 0.095]
[0.016, -0.069, 0.093]
[0.017, -0.071, 0.09]
[0.018, -0.072, 0.088]
[0.018, -0.074, 0.086]
[0.018, -0.075, 0.083]
[0.017, -0.076, 0.079]
[0.015, -0.077, 0.075]
[0.014, -0.079, 0.071]
[0.012, -0.081, 0.067]
[0.01, -0.083, 0.064]
[0.009, -0.085, 0.061]
[0.008, -0.087, 0.059]
[0.008, -0.089, 0.056]
[0.008, -0.091, 0.053]
[0.007, -0.092, 0.051]
[0.005, -0.093, 0.05]
[0.003, -0.094, 0.048]
[0.0, -0.095, 0.046]
[-0.001, -0.096, 0.045]
[-0.002, -0.1, 0.039]
[-0.002, -0.1, 0.039]
[-0.002, -0.102, 0.037]
[-0.004, -0.104, 0.035]
[-0.006, -0.106, 0.033]
[-0.01, -0.107, 0.032]
[-0.013, -0.108, 0.032]
[-0.015, -0.11, 0.032]
[-0.017, -0.111, 0.032]
[-0.017, -0.111, 0.033]
[-0.017, -0.111, 0.035]
[-0.016, -0.111, 0.037]
[-0.014, -0.111, 0.038]
[-0.014, -0.111, 0.039]
[-0.015, -0.111, 0.041]
[-0.016, -0.112, 0.043]
[-0.017, -0.112, 0.045]
[-0.018, -0.112, 0.046]
[-0.015, -0.113, 0.048]
[-0.015, -0.113, 0.048]
[-0.012, -0.113, 0.05]
[-0.009, -0.113, 0.052]
[-0.007, -0.112, 0.054]
[-0.005, -0.111, 0.056]
[-0.004, -0.11, 0.057]
[-0.002, -0.108, 0.058]
[-0.0, -0.107, 0.059]
[0.001, -0.105, 0.059]
[0.001, -0.103, 0.06]
[0.001, -0.1, 0.059]
[0.0, -0.097, 0.059]
[-0.004, -0.088, 0.057]
[-0.004, -0.088, 0.057]
[-0.006, -0.084, 0.055]
[-0.005, -0.078, 0.05]
[0.0, -0.072, 0.044]
[0.002, -0.066, 0.038]
[-0.003, -0.058, 0.031]
[-0.034, -0.04, 0.017]
[-0.034, -0.04, 0.017]
[-0.038, -0.034, 0.011]
[-0.04, -0.028, 0.005]
[-0.031, -0.016, -0.005]
[-0.031, -0.016, -0.005]
[-0.026, -0.01, -0.008]
[-0.023, -0.004, -0.011]
[-0.019, 0.007, -0.019]
[-0.019, 0.007, -0.019]
[-0.021, 0.012, -0.023]
[-0.024, 0.016, -0.028]
[-0.028, 0.023, -0.039]
[-0.028, 0.023, -0.039]
[-0.029, 0.027, -0.046]
[-0.032, 0.031, -0.054]
[-0.033, 0.035, -0.062]
[-0.036, 0.041, -0.074]
[-0.035, 0.047, -0.087]
[-0.035, 0.053, -0.1]
[-0.037, 0.057, -0.115]
[-0.037, 0.061, -0.126]
[-0.036, 0.064, -0.136]
[-0.033, 0.067, -0.144]
[-0.03, 0.07, -0.151]
[-0.027, 0.072, -0.156]
[-0.022, 0.074, -0.16]
[-0.019, 0.076, -0.164]
[-0.018, 0.077, -0.167]
[-0.019, 0.077, -0.171]
[-0.021, 0.077, -0.174]
[-0.022, 0.075, -0.176]
[-0.022, 0.074, -0.176]
[-0.021, 0.074, -0.174]
[-0.021, 0.074, -0.173]
[-0.022, 0.076, -0.171]
[-0.024, 0.078, -0.169]
[-0.028, 0.08, -0.167]
[-0.03, 0.082, -0.164]
[-0.035, 0.085, -0.16]
[-0.043, 0.09, -0.151]
[-0.043, 0.09, -0.151]
[-0.046, 0.093, -0.146]
[-0.048, 0.096, -0.141]
[-0.049, 0.099, -0.134]
[-0.048, 0.101, -0.128]
[-0.048, 0.103, -0.121]
[-0.049, 0.105, -0.114]
[-0.049, 0.11, -0.097]
[-0.049, 0.11, -0.097]
[-0.046, 0.113, -0.087]
[-0.041, 0.117, -0.077]
[-0.036, 0.12, -0.069]
[-0.03, 0.124, -0.061]
[-0.026, 0.128, -0.055]
