start livelink
[0.237, 0.02, -0.064]
[0.235, 0.02, -0.064]
[0.233, 0.018, -0.063]
[0.233, 0.018, -0.063]
[0.228, 0.017, -0.061]
[0.221, 0.017, -0.06]
[0.219, 0.019, -0.06]
[0.226, 0.021, -0.061]
[0.233, 0.023, -0.062]
[0.234, 0.024, -0.061]
[0.226, 0.024, -0.063]
[0.219, 0.023, -0.063]
[0.216, 0.021, -0.063]
[0.219, 0.019, -0.06]
[0.225, 0.016, -0.053]
[0.229, 0.014, -0.045]
[0.233, 0.013, -0.037]
[0.235, 0.012, -0.032]
[0.235, 0.012, -0.026]
[0.231, 0.013, -0.025]
[0.231, 0.013, -0.025]
[0.226, 0.015, -0.023]
[0.217, 0.019, -0.021]
[0.217, 0.019, -0.021]
[0.213, 0.02, -0.02]
[0.209, 0.021, -0.019]
[0.203, 0.023, -0.017]
[0.2, 0.025, -0.016]
[0.2, 0.025, -0.016]
[0.197, 0.026, -0.014]
[0.194, 0.028, -0.013]
[0.193, 0.03, -0.011]
[0.193, 0.031, -0.009]
[0.193, 0.032, -0.008]
[0.192, 0.034, -0.005]
[0.192, 0.034, -0.005]
[0.191, 0.035, -0.004]
[0.189, 0.036, -0.004]
[0.185, 0.037, -0.005]
[0.18, 0.038, -0.007]
[0.177, 0.038, -0.007]
[0.176, 0.038, -0.006]
[0.18, 0.036, -0.003]
[0.18, 0.036, -0.003]
[0.181, 0.035, -0.001]
[0.182, 0.033, -0.0]
[0.18, 0.031, 0.001]
[0.18, 0.031, 0.001]
[0.179, 0.03, 0.001]
[0.179, 0.029, 0.002]
[0.179, 0.027, 0.005]
[0.179, 0.027, 0.005]
[0.178, 0.027, 0.006]
[0.175, 0.026, 0.005]
[0.172, 0.026, 0.006]
[0.17, 0.026, 0.005]
[0.168, 0.026, 0.005]
[0.167, 0.026, 0.006]
[0.168, 0.023, 0.008]
[0.168, 0.023, 0.008]
[0.168, 0.022, 0.009]
[0.168, 0.021, 0.01]
[0.164, 0.019, 0.011]
[0.164, 0.019, 0.011]
[0.16, 0.018, 0.01]
[0.152, 0.019, 0.01]
[0.137, 0.02, 0.004]
[0.137, 0.02, 0.004]
[0.133, 0.02, -0.001]
[0.13, 0.02, -0.005]
[0.127, 0.018, -0.01]
[0.127, 0.018, -0.01]
[0.128, 0.017, -0.01]
[0.129, 0.016, -0.011]
[0.131, 0.014, -0.011]
[0.133, 0.013, -0.012]
[0.135, 0.011, -0.012]
[0.137, 0.01, -0.013]
[0.139, 0.008, -0.014]
[0.14, 0.006, -0.014]
[0.142, 0.004, -0.014]
[0.144, 0.003, -0.015]
[0.147, -0.0, -0.017]
[0.147, -0.0, -0.017]
[0.148, -0.001, -0.019]
[0.149, -0.002, -0.021]
[0.155, -0.005, -0.023]
[0.155, -0.005, -0.023]
[0.158, -0.007, -0.023]
[0.159, -0.009, -0.021]
[0.162, -0.012, -0.016]
[0.162, -0.012, -0.016]
[0.165, -0.012, -0.014]
[0.173, -0.012, -0.015]
[0.191, -0.012, -0.016]
[0.191, -0.012, -0.016]
[0.204, -0.013, -0.015]
[0.213, -0.013, -0.014]
[0.223, -0.014, -0.013]
[0.223, -0.014, -0.013]
[0.226, -0.014, -0.013]
[0.228, -0.014, -0.013]
[0.233, -0.015, -0.014]
[0.233, -0.015, -0.014]
[0.236, -0.015, -0.015]
[0.239, -0.016, -0.016]
[0.246, -0.017, -0.016]
[0.246, -0.017, -0.016]
[0.248, -0.018, -0.017]
[0.25, -0.018, -0.017]
[0.252, -0.019, -0.016]
[0.252, -0.019, -0.016]
[0.254, -0.02, -0.015]
[0.256, -0.02, -0.014]
[0.259, -0.022, -0.012]
[0.259, -0.022, -0.012]
[0.26, -0.023, -0.011]
[0.262, -0.023, -0.011]
[0.265, -0.024, -0.013]
[0.265, -0.024, -0.013]
[0.265, -0.025, -0.015]
[0.263, -0.025, -0.016]
[0.262, -0.026, -0.016]
[0.261, -0.027, -0.016]
[0.26, -0.027, -0.016]
[0.261, -0.028, -0.018]
[0.261, -0.03, -0.02]
[0.261, -0.03, -0.02]
[0.261, -0.031, -0.02]
[0.261, -0.032, -0.021]
[0.249, -0.036, -0.021]
[0.249, -0.036, -0.021]
[0.243, -0.037, -0.021]
[0.238, -0.038, -0.019]
[0.235, -0.038, -0.017]
[0.233, -0.039, -0.014]
[0.232, -0.04, -0.012]
[0.232, -0.041, -0.011]
[0.23, -0.042, -0.012]
[0.227, -0.042, -0.014]
[0.223, -0.041, -0.016]
[0.22, -0.039, -0.018]
[0.218, -0.033, -0.023]
[0.218, -0.033, -0.023]
[0.219, -0.032, -0.025]
[0.219, -0.031, -0.026]
[0.22, -0.031, -0.029]
[0.219, -0.031, -0.03]
[0.22, -0.031, -0.03]
[0.224, -0.031, -0.029]
[0.243, -0.029, -0.027]
[0.243, -0.029, -0.027]
[0.25, -0.028, -0.026]
[0.257, -0.026, -0.025]
[0.263, -0.025, -0.023]
[0.267, -0.024, -0.02]
[0.271, -0.023, -0.019]
[0.273, -0.021, -0.017]
[0.273, -0.02, -0.017]
[0.273, -0.019, -0.017]
[0.274, -0.018, -0.018]
[0.275, -0.016, -0.018]
[0.277, -0.015, -0.019]
[0.278, -0.014, -0.018]
[0.279, -0.013, -0.018]
[0.281, -0.012, -0.018]
[0.285, -0.011, -0.018]
[0.285, -0.011, -0.018]
[0.286, -0.01, -0.018]
[0.286, -0.01, -0.018]
[0.287, -0.008, -0.018]
[0.287, -0.008, -0.018]
[0.288, -0.006, -0.018]
[0.291, -0.003, -0.014]
[0.291, -0.003, -0.014]
[0.291, -0.002, -0.012]
[0.29, -0.001, -0.011]
[0.287, 0.001, -0.009]
[0.287, 0.001, -0.009]
[0.288, 0.001, -0.009]
[0.29, 0.002, -0.009]
[0.296, 0.002, -0.01]
[0.296, 0.002, -0.01]
[0.3, 0.001, -0.01]
[0.303, 0.0, -0.011]
[0.307, -0.001, -0.01]
[0.313, -0.006, -0.01]
[0.313, -0.006, -0.01]
[0.317, -0.008, -0.011]
[0.323, -0.012, -0.011]
[0.323, -0.012, -0.011]
[0.326, -0.013, -0.011]
[0.329, -0.015, -0.011]
[0.334, -0.019, -0.014]
[0.334, -0.019, -0.014]
[0.335, -0.021, -0.015]
[0.336, -0.024, -0.017]
[0.336, -0.026, -0.018]
[0.336, -0.028, -0.02]
[0.337, -0.03, -0.021]
[0.337, -0.032, -0.022]
[0.336, -0.034, -0.023]
[0.337, -0.036, -0.023]
[0.339, -0.037, -0.025]
[0.339, -0.039, -0.025]
[0.338, -0.041, -0.026]
[0.335, -0.044, -0.026]
[0.332, -0.046, -0.026]
[0.33, -0.049, -0.026]
[0.328, -0.051, -0.026]
[0.328, -0.052, -0.027]
[0.329, -0.052, -0.027]
[0.331, -0.052, -0.027]
[0.331, -0.051, -0.026]
