0.08199461,0.11000823,0.114396855,0.09735192,0.9905866,0.98615545,0.15251143,0.2044382,0.33786076,0.4406198,0.43153664,0.33510026,0.5371448,0.56398267,0.13839382,0.39706892,0.23284847,0.73839957,0.5342548,0.20815264,0.22801079,0.56225044,0.54755485,0.8997602,0.22263558,0.9220267,0.2360935,0.31741568,0.556424,-0.8,-0.3,-0.55
0.08095924,0.106754415,0.10785523,0.10024333,0.9913967,0.9884476,0.22188224,0.18201765,0.40156233,0.41483083,0.41187504,0.3225607,0.50839746,0.53699183,0.191674,0.41123575,0.3043879,0.73534644,0.5126316,0.2947302,0.2782214,0.48899457,0.5740168,0.89008075,0.23164798,0.87757164,0.24797355,0.28474745,0.53198737,-0.8,-0.3,-0.55
0.08487417,0.102676794,0.091510914,0.10027013,0.9924803,0.9896203,0.21149373,0.20756282,0.3849405,0.41549495,0.412119,0.38217527,0.4545887,0.48473608,0.21113071,0.37453896,0.39055306,0.741721,0.54429966,0.36846012,0.37145966,0.47653928,0.51260984,0.9021154,0.26087967,0.8807411,0.32501715,0.1775514,0.46122706,-0.8,-0.3,-0.55
0.101289876,0.088792376,0.10493769,0.09674866,0.99224347,0.98954904,0.23301065,0.21313292,0.43215197,0.43291625,0.37598872,0.31762344,0.41879767,0.42468798,0.32476997,0.33374614,0.5106321,0.7309676,0.47613677,0.45847055,0.5071844,0.5386089,0.4608078,0.85562086,0.30172944,0.8805595,0.32241553,0.1597371,0.48861426,-0.8,-0.3,-0.55
0.10054975,0.101843216,0.14679024,0.15389796,0.993046,0.98966753,0.2263026,0.19038312,0.40693223,0.4857441,0.40180033,0.3483415,0.3134158,0.34185874,0.49708775,0.34062263,0.6603792,0.6974177,0.43193677,0.64521104,0.60831225,0.41315487,0.44023702,0.8199733,0.3547511,0.7962689,0.3788566,0.10236509,0.45449504,-0.8,-0.3,-0.55
0.14137685,0.14612354,0.23959576,0.24297638,0.99037385,0.9891727,0.2801706,0.24618141,0.42480248,0.49417844,0.36851853,0.3318899,0.25947243,0.22840337,0.75815856,0.3689537,0.81663233,0.71132535,0.3151903,0.84443957,0.8413013,0.37238732,0.3614926,0.8062489,0.3912125,0.76954097,0.38999316,0.06719344,0.5201823,-0.8,-0.3,-0.55
0.19081451,0.18330128,0.35958016,0.38930106,0.9896986,0.9870499,0.28480425,0.2603879,0.46466458,0.4774463,0.3714196,0.31881276,0.1751719,0.13077721,0.8891398,0.28673345,0.92394793,0.67205495,0.29121116,0.92740816,0.92676234,0.3014328,0.32215673,0.7060684,0.37919185,0.6642203,0.44775552,0.041451633,0.5245601,-0.8,-0.3,-0.55
0.24187511,0.25357643,0.5006398,0.4991762,0.9869708,0.98297966,0.33955026,0.2840096,0.41895726,0.4735245,0.36336833,0.35519662,0.13039288,0.101399764,0.9277487,0.27392358,0.96155953,0.69517547,0.23929034,0.9539071,0.9627641,0.28365764,0.26706764,0.6452396,0.493295,0.60106283,0.46771145,0.03647651,0.5139268,-0.8,-0.3,-0.55
0.2618958,0.24990699,0.58012575,0.6204598,0.98231274,0.98135424,0.29925764,0.30538592,0.46293008,0.476221,0.3841167,0.32002103,0.1265359,0.08416787,0.93841964,0.24932365,0.9584561,0.6039097,0.29023498,0.9690665,0.9638863,0.29940325,0.24441782,0.60795677,0.4882529,0.5681988,0.5324569,0.03206676,0.5068573,-0.8,-0.3,-0.55
0.2926949,0.2627094,0.5899066,0.66381913,0.9824442,0.97993773,0.33809677,0.30591145,0.4389884,0.43955684,0.40262547,0.3408492,0.11351597,0.07844708,0.93161446,0.26532188,0.965732,0.65304786,0.2524474,0.96164155,0.96374565,0.25804934,0.25371632,0.5949758,0.5406061,0.5847212,0.5268,0.04151916,0.5781002,-0.8,-0.3,-0.55
